id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,land_contour,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,shape_ir2,shape_ir3,shape_reg,tot_baths,tot_sq_ft,sale_cod,sale_cwd,sale_con,sale_conld,sale_conli,sale_conlw,sale_new,sale_oth,sale_wd_,log_sqft,sqft_qual,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker
2472,531367010,20,RL,91.0,11024,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1400.0,1400.0,GasA,Ex,Y,SBrkr,1400,0,0,1400,0.0,0.0,2,0,3,1,Gd,6,Typ,0,unkwn,Attchd,1950,RFn,2.0,612.0,TA,TA,Y,144,55,0,0,0,0,unkwn,unkwn,0,10,2006,New,186800,0,0,0,2.0,3412.0,0,0,0,0,0,0,1,0,0,8.13505390861157,23884.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
610,534402170,60,RL,69.05520046484602,8970,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,Unf,0.0,356.0,744.0,GasA,TA,Y,SBrkr,825,1315,0,2140,0.0,0.0,2,1,4,1,TA,7,Typ,1,TA,Attchd,1950,Fin,2.0,549.0,TA,TA,Y,0,40,264,0,0,0,MnPrv,unkwn,0,6,2009,WD ,177500,0,0,0,3.0,3433.0,0,0,0,0,0,0,0,0,1,8.141189793457691,17165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1950,535379060,30,RL,60.0,10800,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,656.0,656.0,GasA,TA,Y,SBrkr,968,0,0,968,0.0,0.0,2,0,4,1,TA,5,Typ,0,unkwn,Detchd,1950,Unf,1.0,216.0,Fa,Fa,Y,0,0,0,0,0,0,unkwn,unkwn,0,8,2007,WD ,64500,0,0,1,2.0,1840.0,0,0,0,0,0,0,0,0,1,7.517520850603031,7360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,533205060,120,FV,25.0,4835,Pave,Lvl,CulDSac,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,Unf,0.0,190.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,0,1488,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1950,Fin,2.0,506.0,TA,TA,Y,168,50,0,0,0,0,unkwn,unkwn,0,3,2010,WD ,260000,0,0,0,3.0,3482.0,0,0,0,0,0,0,0,0,1,8.155362120328135,24374.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1745,528228555,20,RL,53.0,3710,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,0,1266,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1950,Fin,2.0,388.0,TA,TA,Y,100,16,0,0,0,0,unkwn,unkwn,0,8,2007,New,185485,0,0,1,2.0,2920.0,0,0,0,0,0,0,1,0,0,7.979338895262328,20440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,903231130,30,RM,51.0,6120,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209.0,Unf,0.0,506.0,715.0,GasA,TA,Y,FuseA,875,0,0,875,1.0,0.0,1,0,2,1,TA,5,Typ,0,unkwn,Detchd,1950,Unf,1.0,180.0,Fa,TA,Y,48,0,0,0,0,0,unkwn,unkwn,0,11,2009,WD ,105000,0,0,1,2.0,1770.0,0,0,0,0,0,0,0,0,1,7.478734825567875,8850.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,533254100,80,RL,80.0,9600,Pave,Lvl,FR2,Gtl,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,528.0,528.0,GasA,Ex,Y,SBrkr,1094,761,0,1855,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1950,RFn,2.0,512.0,TA,TA,Y,113,100,0,0,0,0,unkwn,unkwn,0,8,2007,WD ,187000,0,0,1,3.0,2895.0,0,0,0,0,0,0,0,0,1,7.970740390007095,17370.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2343,527301010,20,RL,91.0,14145,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213.0,Unf,0.0,995.0,1208.0,GasA,Ex,Y,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,Gd,8,Typ,0,unkwn,Attchd,1950,RFn,2.0,440.0,TA,TA,Y,108,45,0,0,0,0,unkwn,Shed,400,5,2006,WD ,202500,0,0,1,3.0,3269.0,0,0,0,0,0,0,0,0,1,8.092239406724211,22883.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1713,528172050,20,RL,70.0,9926,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,0.0,436.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,1614,1.0,0.0,2,0,3,1,Gd,7,Typ,0,unkwn,Attchd,1950,RFn,3.0,878.0,TA,TA,Y,100,38,0,0,0,0,unkwn,unkwn,0,5,2007,WD ,245700,0,0,0,3.0,4106.0,0,0,0,0,0,0,0,0,1,8.32020459757888,28742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1816,531451150,160,RL,50.0,8012,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,Ex,Y,SBrkr,630,636,0,1266,0.0,0.0,1,1,2,1,TA,5,Typ,2,TA,Attchd,1950,RFn,1.0,283.0,TA,TA,Y,340,0,0,0,0,0,MnPrv,unkwn,0,7,2007,WD ,128000,0,0,1,2.0,2179.0,0,0,0,0,0,0,0,0,1,7.68662133494462,13074.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2390,528120110,60,RL,80.0,10240,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030.0,1030.0,GasA,Gd,Y,SBrkr,1038,1060,0,2098,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,1950,RFn,3.0,878.0,TA,TA,Y,192,52,0,0,0,0,unkwn,unkwn,0,3,2006,WD ,275500,0,0,1,3.0,4006.0,0,0,0,0,0,0,0,0,1,8.295548516225763,32048.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
364,527166010,60,RL,69.05520046484602,10762,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,0.0,284.0,978.0,GasA,Ex,Y,SBrkr,1005,978,0,1983,0.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1950,Fin,2.0,490.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,5,2009,WD ,225000,0,0,0,3.0,3451.0,0,0,0,0,0,0,0,0,1,8.146419323098003,24157.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,535453100,80,RL,80.0,8000,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,433.0,Rec,95.0,0.0,528.0,GasA,TA,Y,SBrkr,1183,0,0,1183,1.0,0.0,1,0,3,1,TA,6,Typ,0,unkwn,Attchd,1950,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,GdWo,unkwn,0,7,2009,WD ,138000,0,0,1,2.0,1999.0,0,0,0,0,0,0,0,0,1,7.6004023345004,9995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,527451410,160,RM,21.0,1680,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,TA,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,unkwn,Detchd,1950,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,3,2010,WD ,88000,0,0,1,2.0,1881.0,0,0,0,0,0,0,0,0,1,7.53955882930103,11286.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,528110100,60,RL,105.0,13693,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2153.0,2153.0,GasA,Ex,Y,SBrkr,2069,574,0,2643,0.0,0.0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,1950,Fin,3.0,694.0,TA,TA,Y,414,84,0,0,0,0,unkwn,unkwn,0,3,2007,WD ,380000,0,0,1,3.0,5490.0,0,0,0,0,0,0,0,0,1,8.610683534503575,49410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1129,528482020,20,FV,85.0,10625,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1660.0,1660.0,GasA,Ex,Y,SBrkr,1660,0,0,1660,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1950,Fin,3.0,660.0,TA,TA,Y,133,120,0,0,0,0,unkwn,unkwn,0,6,2008,WD ,256000,0,0,1,2.0,3980.0,0,0,0,0,0,0,0,0,1,8.289037098278483,31840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
165,535456110,20,RL,60.0,7200,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234.0,Rec,486.0,180.0,900.0,GasA,TA,Y,SBrkr,900,0,0,900,0.0,1.0,1,0,3,1,Gd,5,Typ,0,unkwn,Detchd,1950,Unf,2.0,576.0,TA,TA,Y,222,32,0,0,0,0,unkwn,unkwn,0,5,2010,WD ,134800,0,0,1,2.0,2376.0,0,0,0,0,0,0,0,0,1,7.773173680482536,11880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
935,909451140,160,RM,24.0,1612,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,561.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1950,Fin,2.0,462.0,TA,TA,Y,154,0,0,0,0,0,MnPrv,unkwn,0,7,2009,WD ,121000,0,0,1,2.0,2252.0,0,0,0,0,0,0,0,0,1,7.719573989259581,13512.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,528480020,60,FV,84.0,10207,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,874.0,GasA,Ex,Y,SBrkr,874,887,0,1761,0.0,0.0,3,0,3,1,Gd,7,Typ,0,unkwn,Attchd,1950,Fin,2.0,578.0,TA,TA,Y,144,105,0,0,0,0,unkwn,unkwn,0,8,2007,New,227875,0,0,1,3.0,3213.0,0,0,0,0,0,0,1,0,0,8.074960359115858,22491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,906378100,20,RL,64.0,10475,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,0,unkwn,Attchd,1950,RFn,3.0,776.0,TA,TA,Y,160,33,0,0,0,0,unkwn,unkwn,0,2,2010,WD ,245350,0,0,0,2.0,4164.0,0,0,0,0,0,0,0,0,1,8.33423142973486,33312.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,902401090,90,RM,33.0,5976,Pave,Lvl,Inside,Gtl,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Gd,N,FuseA,624,624,0,1248,0.0,0.0,2,0,2,2,TA,8,Typ,0,unkwn,unkwn,1950,unkwn,0.0,0.0,unkwn,unkwn,N,0,130,256,0,0,0,unkwn,unkwn,0,12,2006,WD ,93500,0,0,1,2.0,1872.0,0,0,0,0,0,0,0,0,1,7.534762657037537,9360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236,905426060,30,RL,85.0,10625,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,Unf,0.0,350.0,458.0,GasA,Fa,N,SBrkr,835,0,0,835,0.0,0.0,1,0,2,1,TA,5,Typ,0,unkwn,Basment,1950,Unf,1.0,366.0,Fa,TA,Y,0,0,77,0,0,0,unkwn,Shed,400,5,2010,COD,83000,0,0,1,1.0,1659.0,1,0,0,0,0,0,0,0,0,7.413970290190444,8295.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,906426195,60,RL,69.05520046484602,53107,Pave,Low,Corner,Mod,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,Unf,0.0,595.0,1580.0,GasA,Ex,Y,SBrkr,1079,874,0,1953,1.0,0.0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1950,Fin,2.0,501.0,TA,TA,Y,216,231,0,0,0,0,unkwn,unkwn,0,6,2007,WD ,240000,1,0,0,4.0,4034.0,0,0,0,0,0,0,0,0,1,8.302513718514158,24204.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,903430040,45,RM,40.0,5680,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,4,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,592.0,592.0,GasA,TA,N,FuseA,933,240,0,1173,0.0,0.0,2,0,3,1,TA,7,Typ,0,unkwn,Detchd,1950,Unf,1.0,240.0,TA,Fa,Y,0,25,77,0,0,0,MnPrv,unkwn,0,9,2007,WD ,113000,0,0,1,2.0,2005.0,0,0,0,0,0,0,0,0,1,7.60339933974067,10025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
636,535175050,20,RL,66.0,12400,Pave,Lvl,Inside,Gtl,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585.0,Unf,0.0,630.0,1215.0,GasA,TA,Y,FuseA,1215,0,0,1215,0.0,0.0,1,0,3,1,TA,6,Typ,0,unkwn,Attchd,1950,Unf,1.0,297.0,TA,TA,Y,0,0,0,0,234,0,unkwn,unkwn,0,6,2009,WD ,155000,0,0,0,1.0,2727.0,0,0,0,0,0,0,0,0,1,7.910957382845589,16362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1155,532378200,20,RL,65.0,6768,Pave,Lvl,Inside,Gtl,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,0.0,80.0,912.0,GasA,Gd,Y,SBrkr,912,0,0,912,1.0,1.0,1,0,3,1,Gd,5,Typ,0,unkwn,Detchd,1950,Unf,1.0,288.0,TA,TA,Y,168,0,0,0,0,0,GdPrv,unkwn,0,5,2008,WD ,142000,0,0,0,3.0,2112.0,0,0,0,0,0,0,0,0,1,7.655390644826152,12672.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
739,903228120,45,RM,50.0,6000,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,2,1,TA,4,Typ,0,unkwn,Detchd,1950,Unf,1.0,180.0,TA,TA,Y,0,0,105,0,0,0,unkwn,unkwn,0,1,2009,WD ,119000,0,0,1,1.0,1968.0,0,0,0,0,0,0,0,0,1,7.584773077612199,11808.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,923400040,50,RL,75.0,12508,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,323.0,983.0,GasA,Ex,Y,SBrkr,983,767,0,1750,1.0,0.0,2,0,4,1,TA,7,Mod,0,unkwn,Attchd,1950,Unf,1.0,423.0,TA,TA,Y,245,0,156,0,0,0,unkwn,Shed,1300,7,2008,WD ,160000,0,0,0,3.0,3156.0,0,0,0,0,0,0,0,0,1,8.057060681965766,18936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,528235120,60,RL,62.0,7415,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,759.0,Unf,0.0,80.0,839.0,GasA,Ex,Y,SBrkr,864,729,0,1593,1.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1950,Fin,2.0,398.0,TA,TA,Y,100,75,0,0,0,0,unkwn,unkwn,0,4,2008,WD ,193000,0,0,0,4.0,2830.0,0,0,0,0,0,0,0,0,1,7.948031990637284,16980.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,528366070,60,RL,88.0,11762,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,Gd,TA,PConc,Ex,TA,No,GLQ,335.0,Unf,0.0,770.0,1105.0,GasA,Ex,Y,SBrkr,1105,1097,0,2202,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1950,RFn,2.0,517.0,TA,TA,Y,0,65,0,0,144,0,unkwn,unkwn,0,9,2007,WD ,263000,0,0,1,4.0,3824.0,0,0,0,0,0,0,0,0,1,8.249052274171293,30592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2816,907420090,20,RL,65.0,8767,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310,0,0,1310,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950,Fin,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,7,2006,New,164990,0,0,0,2.0,3020.0,0,0,0,0,0,0,1,0,0,8.013012110368916,21140.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,908276230,20,RL,60.0,8190,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,732.0,Unf,0.0,216.0,948.0,GasA,Ex,Y,SBrkr,948,0,0,948,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1950,Unf,1.0,280.0,TA,TA,Y,0,36,0,0,0,0,unkwn,unkwn,0,10,2007,WD ,119000,0,0,1,2.0,2176.0,0,0,0,0,0,0,0,0,1,7.685243607975833,8704.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,528458180,20,FV,75.0,7500,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1348.0,1372.0,GasA,Ex,Y,SBrkr,1448,0,0,1448,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1950,RFn,2.0,692.0,TA,TA,Y,0,140,0,0,0,0,unkwn,unkwn,0,6,2009,WD ,238500,0,0,1,2.0,3512.0,0,0,0,0,0,0,0,0,1,8.163940954755008,28096.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2767,906475200,20,RL,62.0,70761,Pave,Low,Inside,Mod,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,Unf,0.0,878.0,1533.0,GasA,TA,Y,SBrkr,1533,0,0,1533,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1950,Unf,2.0,576.0,TA,TA,Y,200,54,0,0,0,0,unkwn,unkwn,0,12,2006,WD ,280000,0,0,0,3.0,3642.0,0,0,0,0,0,0,0,0,1,8.200288260287554,25494.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,533206070,120,FV,32.0,3784,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1451.0,1511.0,GasA,Ex,Y,SBrkr,1565,0,0,1565,1.0,0.0,2,0,2,1,Gd,5,Typ,0,unkwn,Attchd,1950,Fin,2.0,476.0,TA,TA,Y,0,120,0,0,0,0,unkwn,unkwn,0,2,2007,New,193800,0,0,0,3.0,3552.0,0,0,0,0,0,0,1,0,0,8.17526610411206,28416.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2284,923225040,120,RM,44.0,4224,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840.0,Unf,0.0,200.0,1040.0,GasA,TA,Y,SBrkr,1060,0,0,1060,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1950,Unf,2.0,572.0,TA,TA,Y,100,110,0,0,0,0,unkwn,unkwn,0,6,2007,WD ,129900,0,0,1,2.0,2672.0,0,0,0,0,0,0,0,0,1,7.890582534656536,13360.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
